% 'Music' dataset; normalised version.
@relation 'Music: -C 6'

@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-clam {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric

@data
0,0,0,1,1,0,0.165309,0.036699,0.050221,0.480234,0.84865,0.507658,0.536921,0.392445,0.408175,0.456315,0.392244,0.475342,0.550006,0.528942,0.550942,0.33025,0.025706,0.01624,0.058596,0.123022,0.1189,0.141975,0.056713,0.175052,0.057247,0.18236,0.157275,0.091575,0.230831,0.255077,0.354433,0.243372,0.052544,0.109564,0.141071,0.291289,0.318037,0.440733,0.34815,0.664309,0.302923,0.240291,0.196926,0.181771,0.285332,0.278532,0.550485,0.280492,0.35822,0.2653,0.918765,0.608306,0.677868,0.318204,0.195484,0.258052,0.156856,0.313058,0.178906,0.092802,0.297185,0.374792,0.455347,0.425192,0.00637,0.365079,0,0.345865,0.07213,0.01287,0.032836
1,0,0,0,0,1,0.409927,0.177913,0.119668,0.6177,0.572229,0.078231,0.362937,0.2258,0.626072,0.558967,0.736731,0.476288,0.154517,0.393099,0.564387,0.407506,0.137892,0.101591,0.138096,0.203497,0.368981,0.26332,0.112973,0.092962,0.181376,0.19324,0.169885,0.130898,0.20928,0.171636,0.3412,0.058575,0.01734,0.010916,0.063931,0.074092,0.192091,0.20909,0.083702,0.120225,0.188077,0.116219,0.088286,0.045507,0.100136,0.033849,0.129519,0.039553,0.262408,0.18843,0.872985,0.484295,0.364878,0.325012,0.09838,0.040769,0.187945,0.1865,0.163757,0.057705,0.185883,0.022151,0.100038,0.015092,0.291971,0.190476,0.419126,0.180451,0.314244,0.425717,0.39529
1,0,0,0,0,1,0.56927,0.611425,0.192097,0.671812,0.221561,0.543654,0.244572,0.573246,0.411348,0.544886,0.643244,0.585091,0.328313,0.673969,0.373044,0.529244,0.829881,0.793983,0.145468,0.27036,0.346058,0.356096,0.252373,0.247435,0.188825,0.247594,0.069789,0.095919,0.208853,0.271704,0.333195,0.178333,0.026099,0.122716,0.096395,0.055668,0.114581,0.12767,0.043278,0.091935,0.041633,0.047117,0.059699,0.046828,0.077393,0.054386,0.008879,0.010013,0.081526,0.025561,0.891846,0.376174,0.343216,0.121802,0.002758,0.072779,0.049071,0.07496,0.017788,0.039468,0.056338,0.012792,0.029328,0.051874,0.563567,0.222222,0.36436,0.210526,0.616979,0.400202,0.560287
0,1,1,1,0,0,0.280102,0.344806,0.222212,0.5004,0.305443,0.575639,0.592639,0.481278,0.313636,0.633678,0.53506,0.476912,0.568737,0.549362,0.433903,0.550868,0.338882,0.600428,0.239633,0.324609,0.256329,0.411802,0.489241,0.393807,0.466566,0.579019,0.522674,0.229185,0.324167,0.297154,0.302866,0.178657,0.301414,0.626083,0.116532,0.197361,0.14538,0.233663,0.431737,0.31282,0.468176,0.264678,0.256351,0.137363,0.189092,0.210328,0.243911,0.188775,0.647693,0.462935,0.8641,0.44199,0.235637,0.605971,0.413291,0.569341,0.552777,0.521738,0.494595,0.168218,0.278233,0.20544,0.136365,0.154231,0.013253,0.761905,0.013748,0.721805,0.017544,0.040456,0.035927
0,0,1,0,1,0,0.275248,0.403857,0.134048,0.514392,0.183625,0.394698,0.668564,0.546492,0.537003,0.385729,0.564611,0.187274,0.397107,0.548451,0.623401,0.776604,0.240257,0.57727,0.125906,0.21045,0.20703,0.416707,0.339906,0.2209,0.234273,0.468973,0.319815,0.189769,0.422159,0.39516,0.442,0.248057,0.299234,0.638233,0.188505,0.531654,0.19175,0.31712,0.406338,0.526044,0.273767,0.211698,0.133983,0.143152,0.300554,0.259401,0.338382,0.170628,0.345311,0.719752,0.876731,0.520927,0.156136,0.435983,0.248401,0.221665,0.371705,0.244202,0.080026,0.117816,0.211708,0.10599,0.134869,0.130899,0.018256,0.253968,0.051696,0.240602,0.096564,0.202864,0.239445
0,0,0,1,1,0,0.21157,0.073783,0.062477,0.538135,0.498287,0.672279,0.440346,0.540418,0.532812,0.194522,0.333676,0.392815,0.421221,0.429817,0.432058,0.433676,0.084412,0.107806,0.088841,0.2213,0.269331,0.276457,0.046397,0.180192,0.130481,0.35747,0.303578,0.159263,0.181602,0.32472,0.451149,0.305727,0.093868,0.163985,0.081543,0.174137,0.322782,0.310723,0.138762,0.434499,0.251663,0.203609,0.204644,0.221281,0.271596,0.245228,0.304085,0.18705,0.322745,0.375757,0.912449,0.657512,0.501956,0.446511,0.151537,0.336564,0.281851,0.495981,0.379492,0.265536,0.41637,0.516892,0.310616,0.506115,0.059806,0.761905,0,0.721805,0.030459,0.342685,0.195405
0,0,0,0,0,1,0.34985,0.377123,0.185828,0.660065,0.25471,0.548,0.229295,0.531414,0.388633,0.586376,0.685282,0.443725,0.732309,0.412934,0.408882,0.615393,0.360463,0.621752,0.137645,0.245674,0.147416,0.263247,0.162281,0.297541,0.250009,0.534023,0.255114,0.263635,0.490959,0.512611,0.344115,0.168123,0.068836,0.144257,0.060409,0.063031,0.109036,0.093612,0.086024,0.073631,0.103044,0.070613,0.051533,0.069788,0.101171,0.117579,0.051242,0.025328,0.269569,0.078132,0.891193,0.394161,0.065221,0.10148,0.062864,0.086634,0.206509,0.182021,0.09677,0.124709,0.173804,0.338121,0.062332,0.068239,0.75246,0.253968,0.710509,0.240602,0.691252,0.706972,0.738219
0,0,1,1,1,0,0.124814,0.092139,0.064578,0.506833,0.535197,0.589194,0.508874,0.648214,0.517916,0.447698,0.570816,0.459852,0.873264,0.524177,0.270965,0.510095,0.118293,0.262192,0.044613,0.135254,0.177371,0.108502,0.132735,0.097865,0.087275,0.289002,0.245628,0.089295,0.166444,0.178637,0.292802,0.168237,0.16903,0.39487,0.233063,0.333115,0.368035,0.211012,0.335507,0.351183,0.475908,0.496306,0.382724,0.22347,0.262459,0.192787,0.454712,0.126513,0.722425,0.781809,0.924906,0.576972,0.526077,0.356,0.34201,0.286438,0.384048,0.659137,0.470525,0.207293,0.278686,0.17704,0.180991,0.199211,0.013967,0.031746,0.010028,0.030075,0.098539,0.03832,0.063768
0,0,0,0,0,1,0.026154,0.499981,0.463955,0.462526,0.672975,0.649663,0.482278,0.638402,0.547203,0.737568,0.625839,0.420754,0.777526,0.542194,0.452009,0.412705,0.05213,0.983975,0.453742,0.455804,0.527973,0.490643,0.310827,0.263955,0.067978,0.037164,0.030001,0.025812,0.14388,0.238478,0.101265,0.061966,0.021523,0.152127,0.347012,0.148391,0.183169,0.166882,0.194684,0.125719,0.139966,0.06235,0.017586,0.00937,0.017838,0.043442,0.046352,0.011359,0.364885,0,0.688344,0.356812,0.323657,0.274982,0.179536,0.085857,0.163185,0.138591,0.03034,0.024483,0.076229,0.055093,0.053734,0.008978,0.38394,0.238095,0.406513,0.225564,0.385171,0.39864,0.418769
0,0,0,0,0,1,0.404765,0.270542,0.177537,0.700948,0.271548,0.599532,0.557358,0.468924,0.327371,0.552125,0.455585,0.420639,0.568957,0.370797,0.392346,0.325745,0.328757,0.353393,0.080523,0.214042,0.305989,0.412007,0.607452,0.428584,0.533237,0.639983,0.62303,0.330681,0.452761,0.366667,0.53555,0.332622,0.15357,0.224262,0.162499,0.084989,0.16561,0.397835,0.347891,0.296207,0.295048,0.203742,0.107685,0.07849,0.131842,0.092126,0.102965,0.124503,0.296157,0.28622,0.886924,0.41463,0.354335,0.435307,0.387832,0.285132,0.411893,0.327448,0.398287,0.136348,0.203001,0.164768,0.192655,0.165409,0.159479,0.650794,0.005181,0.616541,0.046821,0.237305,0.168695
0,1,0,0,0,0,0.153565,0.056607,0.194413,0.694914,0.454345,0.551063,0.521109,0.503723,0.632194,0.575997,0.545525,0.360228,0.856125,0.455828,0.35001,0.449991,0.119067,0.135399,0.117534,0.333353,0.262455,0.32453,0.573699,0.404314,0.603182,0.794893,0.48875,0.279778,0.407983,0.332684,0.48889,0.265248,0.048951,0.081845,0.100387,0.126107,0.169782,0.255894,0.379043,0.265724,0.284992,0.327056,0.130719,0.113523,0.13393,0.158648,0.146898,0.101162,0.321331,0.244568,0.881218,0.337075,0.186133,0.281439,0.296444,0.412081,0.503335,0.702015,0.313225,0.195476,0.244871,0.15888,0.161347,0.150189,0.07893,0.285714,0,0.270677,0.180309,0.151972,0.164225
0,0,1,0,0,0,0.264574,0.128282,0.238365,0.598004,0.563406,0.33051,0.468607,0.614129,0.367713,0.740597,0.532729,0.263067,0.459347,0.592338,0.262929,0.589772,0.28513,0.283244,0.175514,0.239654,0.389879,0.408555,0.536955,0.452312,0.498024,0.650569,0.374693,0.356423,0.46126,0.332586,0.546594,0.340712,0.117917,0.157446,0.189562,0.133637,0.354787,0.252748,0.46833,0.400191,0.459293,0.291611,0.155494,0.188475,0.209802,0.131944,0.316396,0.164258,0.500432,0.324078,0.858655,0.443133,0.317452,0.430429,0.260551,0.386921,0.518405,0.426329,0.196899,0.21899,0.23555,0.136681,0.198438,0.186395,0.069761,0.365079,0,0.345865,0.333718,0.138605,0.239878
1,0,0,0,0,1,0.339764,0.246647,0.142384,0.650361,0.265428,0.562666,0.367106,0.539536,0.634844,0.626407,0.702406,0.529535,0.652548,0.503436,0.310698,0.301007,0.400988,0.453939,0.143795,0.229469,0.229772,0.254665,0.19276,0.161563,0.159929,0.291502,0.245129,0.317862,0.391478,0.174856,0.407243,0.238469,0.06237,0.062398,0.081014,0.102487,0.035986,0.04924,0.079275,0.120434,0.193937,0.133026,0.05917,0.062677,0.071123,0.049091,0.080828,0.034462,0.197701,0.116828,0.888056,0.435824,0.248821,0.198743,0.137557,0.110768,0.352502,0.307759,0.256028,0.30558,0.383195,0.130058,0.137561,0.194295,0.476953,0.269841,0.578804,0.255639,0.474095,0.572281,0.555729
0,0,0,0,0,1,0.236098,0.228706,0.146089,0.814389,0.307968,0.387944,0.259593,0.741403,0.478116,0.613966,0.621558,0.568621,0.760806,0.675999,0.350555,0.631359,0.190704,0.479973,0.106576,0.169437,0.253131,0.341743,0.173131,0.208275,0.555624,0.329974,0.364363,0.19476,0.532574,0.397255,0.438447,0.162948,0.0185,0.04937,0.124457,0.029661,0.156698,0.088165,0.079362,0.177402,0.14323,0.033392,0.046371,0.025152,0.055988,0.02109,0.016171,0.027193,0.263198,0.153154,0.879127,0.387901,0.156658,0.148237,0.013091,0.119677,0.181624,0.080392,0.079903,0,0.079505,0,0.042327,0.010134,0.267674,0.253968,0.011406,0.240602,0.257916,0.011185,0.17029
0,0,1,0,1,0,0.389243,0.234629,0.269169,0.753977,0.333702,0.501065,0.309499,0.731402,0.377789,0.349491,0.571522,0.230662,0.848985,0.600005,0.417616,0.408844,0.353094,0.338167,0.189729,0.251917,0.380391,0.526835,0.698679,0.552599,0.422041,0.590446,0.569321,0.345487,0.534316,0.486925,0.656187,0.309623,0.058205,0.094045,0.113949,0.135675,0.212121,0.336199,0.400016,0.473886,0.26997,0.250495,0.199311,0.174813,0.232917,0.19609,0.222285,0.091384,0.329135,0.161496,0.851729,0.349708,0.248171,0.48159,0.407337,0.400836,0.28088,0.353997,0.254809,0.280862,0.214738,0.155992,0.148615,0.091187,0.034867,0.190476,0.370504,0.180451,0.115707,0.483488,0.306188
0,0,0,0,0,1,0.501849,0.294975,0.231802,0.64198,0.173722,0.444706,0.465647,0.567687,0.632964,0.676804,0.710546,0.55853,0.722982,0.594382,0.462067,0.48194,0.561918,0.413623,0.15318,0.347115,0.29324,0.678322,0.590736,0.43917,0.42768,0.586166,0.38117,0.30906,0.354198,0.351604,0.38087,0.231455,0.189626,0.166074,0.087648,0.140777,0.117029,0.164572,0.245323,0.266326,0.180449,0.158771,0.072685,0.062976,0.041706,0.057822,0.0924,0.046935,0.459191,0.175946,0.873029,0.353565,0.24592,0.37113,0.248889,0.383126,0.323661,0.397266,0.174134,0.17008,0.167046,0.157569,0.12338,0.116327,0.130291,0.142857,0,0.593985,0.124117,0.054702,0.142971
0,0,1,1,1,0,0.258381,0.078984,0.071107,0.337528,0.588065,0.274566,0.308305,0.540561,0.348827,0.439535,0.436728,0.145011,0.151049,0.240039,0.169757,0.08118,0.062676,0.064121,0.051819,0.181436,0.145422,0.164407,0.090763,0.120927,0.128795,0.232564,0.188252,0.182868,0.35358,0.362987,0.42304,0.416546,0.201173,0.156425,0.242515,0.662951,0.498241,0.661667,0.325051,0.334258,0.390011,0.363163,0.350566,0.446391,0.660324,0.556986,0.981195,1,0.354566,0.306765,0.89581,0.705032,0.575739,0.57584,0.185697,0.227506,0.429318,0.580678,0.323562,0.486375,0.871138,0.852478,0.63688,0.958028,0.030335,0.968254,0,0.917293,0.070226,0.082915,0.084853
0,0,0,0,0,1,0.404036,0.25087,0.290767,0.750261,0.284383,0.168594,0.179384,0.532868,0.634696,0.617134,0.619775,0.370761,0.491773,0.377278,0.452166,0.534364,0.289582,0.312685,0.158186,0.231871,0.266071,0.256225,0.166036,0.193031,0.250873,0.203053,0.148559,0.139849,0.22497,0.233491,0.256163,0.158045,0,0.094272,0.089586,0.016974,0.175781,0.147026,0.218741,0.202694,0.323382,0.132095,0.112286,0.158982,0.222293,0.087586,0.233924,0.077763,0.209655,0.271225,0.85321,0.410876,0.299042,0.181583,0.036837,0.097965,0.286652,0.126263,0.046935,0.092192,0.10533,0.028261,0.081335,0.048218,0.337471,0.253968,0.345849,0.240602,0.371024,0.432799,0.464744
1,0,0,0,0,0,0.648898,0.638648,0.203326,0.734093,0.209218,0.468238,0.304663,0.633332,0.443948,0.558377,0.459448,0.350193,0.655722,0.450087,0.422235,0.358095,0.645259,0.671195,0.124058,0.170239,0.205483,0.196115,0.131455,0.118588,0.084448,0.290887,0.301214,0.206815,0.25498,0.241184,0.236975,0.178454,0.042737,0.145786,0.1588,0.072591,0.067034,0.08052,0.095659,0.060076,0.055012,0.060108,0.072587,0.088183,0.090035,0.061762,0.018366,0.046942,0.172968,0.211984,0.899686,0.374863,0.106267,0.157709,0.052403,0.07746,0.078607,0.251738,0.177146,0.114055,0.10273,0.091048,0.041988,0.062084,0.649524,0.222222,0.71795,0.210526,0.649831,0.750622,0.736061
0,0,1,0,1,0,0.335137,0.311009,0.139289,0.58732,0.34214,0.430176,0.402904,0.441013,0.34138,0.605223,0.596649,0.46047,0.723073,0.764856,0.372032,0.493522,0.358308,0.55196,0.092174,0.230166,0.22409,0.443336,0.562074,0.48813,0.365314,0.62195,0.38793,0.284012,0.359562,0.452764,0.406243,0.256663,0.189916,0.33854,0.108489,0.179344,0.182908,0.300173,0.397968,0.430602,0.330123,0.225401,0.100542,0.159209,0.151344,0.176454,0.18552,0.111655,0.634564,0.473049,0.908703,0.489556,0.249316,0.40329,0.374829,0.266127,0.348481,0.528782,0.236118,0.211394,0.216614,0.274854,0.141743,0.129047,0.652646,0.222222,0.788412,0.210526,0.654147,0.773143,0.749666
0,0,1,1,1,0,0.354207,0.210357,0.174013,0.563477,0.346101,0.294801,0.762124,0.493109,0.514574,0.621827,0.464183,0.478551,0.755534,0.775147,0.505663,0.67949,0.273946,0.264409,0.134213,0.384199,0.423336,0.40493,0.550632,0.479135,0.509656,0.893407,0.543391,0.417695,0.502715,0.374798,0.504627,0.445142,0.250489,0.247961,0.122402,0.315692,0.553229,0.232719,0.47859,0.605375,0.513974,0.628153,0.251666,0.165663,0.263309,0.161015,0.259321,0.237023,0.316024,0.373768,0.890496,0.499796,0.486623,0.379286,0.45494,0.594986,0.359275,0.553995,0.280936,0.240269,0.308861,0.159908,0.247951,0.271074,0.282529,0.365079,0.035649,0.345865,0.532329,0.074079,0.375315
0,0,0,0,0,1,0.525655,0.36686,0.20023,0.726467,0.21593,0.591826,0.429285,0.49297,0.470069,0.570077,0.517208,0.440309,0.519494,0.524128,0.37606,0.429787,0.434707,0.430035,0.097499,0.26038,0.261734,0.383973,0.493793,0.511212,0.48392,0.568597,0.531906,0.256996,0.423833,0.345989,0.410776,0.248369,0.187427,0.233071,0.102677,0.092596,0.174662,0.228351,0.248952,0.217739,0.231192,0.194411,0.115443,0.123344,0.111587,0.096761,0.099888,0.076234,0.288463,0.210389,0.913886,0.480094,0.307016,0.289412,0.398559,0.401649,0.501998,0.365566,0.243499,0.166002,0.175542,0.09242,0.102557,0.064635,0.155476,0.111111,0.007276,0.548872,0.197409,0.056439,0.216653
0,0,0,0,0,1,0.215932,0.302825,0.172217,0.551859,0.360503,0.682797,0.241034,0.451365,0.371751,0.498554,0.78864,0.877493,0.99392,0.458106,0.165481,0.456824,0.278819,0.632746,0.199894,0.335099,0.405051,0.370319,0.103638,0.074329,0.119123,0.110173,0.126284,0.070475,0.132657,0.201345,0.299816,0.327252,0.074872,0.371015,0.081954,0.24734,0.333221,0.009308,0.058749,0.324223,0.389459,0.072007,0.03661,0.078101,0.128652,0.049373,0.024381,0.201919,0.2941,0.404075,0.861617,0.424379,0.20972,0.033963,0.109102,0.135504,0.168863,0.11724,0.131859,0.17678,0.102987,0.161657,0.295077,0.415987,0.282274,0.253968,0.444347,0.240602,0.262328,0.545049,0.491194
1,0,0,0,0,1,0.171415,0.085113,0.120064,0.845833,0.488677,0.378642,0.446743,0.491288,0.507957,0.357586,0.499698,0.286013,0.46301,0.404552,0.346302,0.337527,0.082041,0.081099,0.106081,0.133446,0.177191,0.119771,0.101923,0.14635,0.143025,0.245613,0.215181,0.14318,0.147713,0.201319,0.272351,0.148313,0.053526,0.148781,0.144887,0.109646,0.295083,0.178388,0.270368,0.282865,0.156373,0.205887,0.084812,0.135462,0.082315,0.129488,0.142092,0.136949,0.337875,0.26347,0.928783,0.543955,0.465203,0.204933,0.160393,0.223336,0.264399,0.429749,0.180449,0.227103,0.118249,0.142059,0.159983,0.148287,0.23408,0.111111,0,0.105263,0.271004,0.169293,0.365077
0,0,0,0,0,1,0.283822,0.279081,0.283775,0.791627,0.338972,0.495008,0.391792,0.526482,0.182439,0.666535,0.524257,0.369857,0.636789,0.423259,0.495849,0.341305,0.322242,0.552233,0.192116,0.25845,0.361577,0.532473,0.520242,0.475238,0.703043,0.719548,0.671737,0.41233,0.571874,0.453066,0.544263,0.284979,0.069744,0.163824,0.193671,0.154471,0.117191,0.265157,0.225083,0.293242,0.302158,0.162874,0.139862,0.141194,0.153881,0.094398,0.209428,0.086376,0.376214,0.271114,0.907788,0.339314,0.400623,0.490811,0.371442,0.392507,0.535796,0.585986,0.298229,0.272094,0.311128,0.184448,0.115219,0.088327,0.083966,0,0.03043,0,0.135579,0.062912,0.093128
0,1,0,0,0,0,0.532306,0.361773,0.162367,0.768207,0.221334,0.393933,0.299544,0.360969,0.374266,0.546031,0.639944,0.660311,0.843142,0.412625,0.441805,0.888125,0.414433,0.373927,0.102109,0.103634,0.168464,0.120645,0.055366,0.355184,0.241666,0.338362,0.176176,0.129476,0.248733,0.242835,0.329881,0.331271,0.096816,0.162548,0.203299,0.05015,0.214627,0.160434,0.219672,0.301222,0.206889,0.061718,0.055919,0.046994,0.068779,0.079783,0.036977,0.054065,0.303171,0.223031,0.905741,0.41718,0.250567,0.150818,0.109704,0.145695,0.130237,0.167994,0.082792,0.047109,0.172596,0.052287,0.11218,0.092194,0.499746,0.253968,0.58204,0.240602,0.454627,0.623222,0.566312
1,0,0,0,0,0,0.901178,0.711695,0.238399,0.702332,0,0.40354,0.032214,0.575575,0.562515,0.659285,0.505736,0.629865,0.491911,0.604465,0.404169,0.383176,0.829992,0.557563,0.149318,0.318989,0.224694,0.310341,0.450648,0.329876,0.235472,0.227234,0.200463,0.138752,0.164363,0.200557,0.219221,0.22024,0.101644,0.12628,0.079018,0.045974,0.121749,0.022118,0.090938,0.090991,0.049558,0.039007,0.010902,0.018795,0.006693,0.000491,0.00777,0.00616,0.010778,0.088873,0.85064,0.337399,0.202152,0.037442,0.063613,0.079107,0.136087,0.077893,0.032807,0.030557,0.043922,0.028355,0.031029,0.025761,0.832583,0.222222,0.756578,0.210526,0.830513,0.769749,0.841194
0,1,1,0,0,0,0.259823,0.360991,0.285424,0.581134,0.346716,0.435223,0.450239,0.505717,0.353243,0.624278,0.453857,0.544088,0.81913,0.46508,0.31048,0.302397,0.367926,0.687942,0.230304,0.397046,0.247581,0.381593,0.668808,0.536885,0.49611,0.663402,0.5507,0.331104,0.542653,0.411747,0.608388,0.373777,0.193659,0.38792,0.20964,0.215629,0.21421,0.25718,0.467064,0.404173,0.317745,0.170984,0.197741,0.143093,0.268776,0.190012,0.244804,0.151883,0.793449,0.395111,0.865711,0.368198,0.195661,0.397856,0.564007,0.498458,0.544334,0.474372,0.353547,0.152345,0.323118,0.261737,0.244637,0.277174,0.198356,0.111111,0,0.105263,0.249881,0.030012,0.219744
1,0,0,0,0,1,0.335898,0.510993,0.517384,0.664977,0.221419,0.442093,0.552853,0.87894,0.489783,0.382496,0.809999,0.165677,0.338789,0.424896,0.661428,0.05967,0.449031,0.750496,0.436513,0.443222,0.328752,0.344109,0.382341,0.575966,0.30999,0.477165,0.924964,0.87266,0.947628,0.455425,0.836242,1,0.024901,0.305784,0.501879,0.103782,0.034665,0.081618,0.024214,0.18955,0.07151,0.031825,0.071353,0.065683,0.148582,0.051887,0.092471,0.072788,0.258956,0.092505,0.768142,0.491417,0.226162,0.117299,0.130809,0.09254,0.338528,0.232693,0.277551,0.301217,0.156889,0.109171,0.104359,0.323284,0.668119,0.126984,0.585795,0.120301,0.679256,0.57445,0.663446
0,0,1,0,0,0,0.391915,0.197689,0.11689,0.684527,0.393206,0.393345,0.335035,0.483967,0.454324,0.386292,0.44822,0.297967,0.843149,0.562791,0.27249,0.615338,0.136957,0.164358,0.052083,0.206903,0.111435,0.349117,0.422855,0.240373,0.269889,0.5178,0.356508,0.277548,0.378247,0.375088,0.398993,0.306835,0.115204,0.172586,0.189269,0.119473,0.17944,0.328689,0.42543,0.275223,0.298112,0.273598,0.206158,0.229611,0.240155,0.211561,0.277588,0.116334,0.32291,0.314586,0.928914,0.472893,0.262338,0.441813,0.283355,0.30789,0.332699,0.433708,0.223403,0.26429,0.38486,0.224366,0.158049,0.203871,0.087841,0.174603,0.278095,0.165414,0.457716,0.476948,0.488095
0,1,1,0,0,0,0.30245,0.257204,0.227758,0.703201,0.408121,0.417156,0.536995,0.407636,0.504469,0.244451,0.533097,0.239156,0.07186,0.407324,0.40553,0.45177,0.259387,0.41094,0.156646,0.244604,0.255749,0.341797,0.479489,0.478709,0.485695,0.641666,0.722905,0.644547,1,0.447021,0.752835,0.619313,0.189963,0.203369,0.057297,0.128666,0.143586,0.10284,0.322008,0.60209,0.43267,0.290641,0.231548,0.474202,0.588195,0.198481,0.481515,0.285414,0.275702,0.419093,0.876252,0.384756,0.215572,0.190297,0.233075,0.466005,0.422579,0.375772,0.430457,0.652165,0.956569,0.26738,0.408882,0.647143,0.526311,0.111111,0.001525,0.105263,0.543773,0.017235,0.285552
